reviewId,content,score
b1b6d402-a670-4c50-be8d-eb61dc57391c,awesome guys,5
5bfcf771-5ade-4dc5-ac18-8aaa24e3a8f9,thank,5
2445157e-0838-433d-9394-2901d2be689f,totally 100,5
37244c78-e10a-4466-9f2d-997d0a51959f,really cool 😎,5
9e4b1abb-5cff-4d61-8275-518e73ab3627,Sugaricious,5
2a9ccf52-41ca-4fc1-934e-0da95f4c1973,good,1
c9be7c34-2fe2-4715-b900-98f989ad1804,I'm doing this only for my mom she loved this game until she got to 700 she was busy on a call I said to her I have storage can I delete this game she said yes because she was busy I deleted it and then she downloaded a blocks game like tetris so thank you for entertaining my mom for those years,5
a65d5f52-572e-4f3e-8bdf-0f9d81d97161,super,5
88a4dbaf-2d7c-4d3f-b08b-74c95352eb72,awesum,5
0b5bf79c-9e1a-4cea-b12d-c805dd9f35a0,very good 👍,2
2e808fc9-83c1-402f-8010-6cdc741fe742,ok,5
2c9c3f15-3726-4eca-8972-10266e14be56,this game is fantasy 🥰🥰,5
9fd40ab3-e714-4ac9-a802-ac3d26a3f7cd,good relax game,5
03dd5b95-b6f6-411d-8ee4-ab674a5cf2a8,good,5
fe7f3ca4-f951-4558-a98f-a2a1c4c0e929,Where Nice Game 🎮.I Love Playing It.,5
c7d1023c-d996-4ca2-8da2-4d78bf4dd427,The app's portfolio diversification reminders are very helpful...,5
81566f84-a067-4051-9b45-9e7949cf0cb0,nice entertainment,5
f9f8a117-91b0-4b70-8471-cb08970f84ea,good,5
ab917ebe-0901-4b3e-860e-7c3f4343dd75,"I love this app, infact I'm addicted but just now I was playing a level and trying to keep a streak then suddenly out of nowhere, the game closed itself. What's the meaning of that???? I didn't touch anything but the game closed itself. Why???? 😭💔",3
136c472f-34d6-4819-bab4-ba015c919e09,fun experience,4
661a4056-0fc8-4151-b174-d88064e20568,Entertaining.,5
014927ec-64f2-427b-85ea-e895e2ed9e28,i like that,5
f9a22b22-0834-4eb0-a969-9a88f2c9e1a3,fun,5
5cc9417b-95d1-40f3-a33f-5b0afcff26e0,thank you,5
b1257e76-b220-4db4-84d8-8ead4237919e,enjoyable..timee spending app,4
a5b32349-2996-4ba2-9210-ffd3d7d6d144,this game is awesome,5
82e9e392-27e1-480d-aa2e-548964c702a5,great,4
a02b6691-fd76-476f-a646-1ef6aa805d31,amaaaaazingggggg🤩,5
3bd70a69-90be-43cb-81f2-c52524495713,nice game,5
55e20e71-2116-4bef-ab60-ae679f3b165b,4000 level complete,5
3dfbed8f-3a1d-49ef-ad60-925aabe579bb,Fun and entertaining,5
3e316868-ef20-4ec5-a0f8-20efb58467ad,ok,4
baa26668-d806-4ec8-816b-7d87fec5dc84,mind game,4
232bd9c1-89ec-40c5-b019-799a9d16eb69,nice game ♥️,5
fd701f91-8fb1-414b-bbac-bee5b90198bd,nice,5
ddc2a14c-5c2e-47e7-abcf-bb8819aafa7f,wow nice app what I got if broke world record of reaching highest level,5
6dadad60-2008-419d-9dd2-a51794b3ee7f,best experience ever,5
e23ed54f-ed16-4ae9-ba36-fb64c1cfb14f,too much time waste with long ads.,1
6dd6629e-b6e2-4b0f-b7fc-5c3e24c4b265,Very fun,4
5244b37e-8ed2-4796-9fd1-c63b94e71fb6,a fantastic game,5
d23dcdc5-b87a-4682-9858-c3fe8d297b8e,good game,4
64c52960-9b88-44ae-bacc-fc27d0972639,i love this game,5
6da3d32f-2140-4b3d-a864-81b25f24473e,Ads too long taking up to 5mins. I don't have all that much patience to wait do .something or else I un install the game.,1
67922c26-3b25-4070-be6a-b72ef396cf5d,very interesting and relaxing,5
6172303b-985e-4861-b798-802c9d7c1c2e,amazing,5
d62746f1-2ba1-4ead-b841-7cedffd4bdd1,good and fun,5
5c5fb5e8-24a4-412f-a1d8-706b8391272d,"I enjoyed much, it's very challenging...",5
2b695124-8e7d-4e06-a70c-7258d4e12055,"Giving me waves of nostalgia.. I think that explains it. still one of the best games I've played so far, even among all the new stuff like cod, freefire, gta and so on..",5
48624928-05f8-4d1d-92db-b3b2309ff8fb,excellent,5
a11d8035-f2e7-49f5-ba4a-7291b0c4670e,nice enjoyment game 😍👍,3
2846b20a-9e19-4457-b577-4a404c271f92,loved it,5
9b92c5c7-4e62-46ea-a2ad-42d2392a86e7,This game is awesome,5
4fd9d9d1-2b78-4ea6-9e9a-6fa6a4bf90ca,so good,5
61623da1-7767-4604-b95e-947db411c8c4,great game,5
f754ff73-5abf-4bcc-9388-79b779555ce0,Great game!!!!,5
d6f80724-6494-4597-b3b6-98e36b18accf,ok,5
5021bc16-ef46-4257-9b4c-8e408c55c8fd,"very interesting,time passing",5
d6a1b15e-d893-49e1-8f55-ba2c74edcdb7,Lovely game,5
3a960718-50e3-4e4b-872c-57f71ad61fb2,great gameeee,5
4104f625-0204-4c25-a456-2ac23d9063d5,Nice,5
a244f90a-501b-4195-b140-b4a134335d66,One of my favorite game,5
11173ffd-0117-4242-9a9e-adc2177354f3,mast hai game bhai log time pass ke liye khel liya karo🤣🤣🤣,5
38ba263a-bd4a-4ac0-a1ad-f10749a15e4c,mazaaaa brooo,5
980f84c9-fa77-4878-9da7-b400a750f813,Fun and addictive pls tell the last stage,5
d4674805-5caa-4ea4-996d-a2d5f5cba0d0,relaxing,5
32ff0d5e-73b5-42a2-849e-24a408e8256e,nice,4
ca1bc526-ebc7-4686-9aaa-2ee2f514c45d,nice,5
3ee9f227-0ce5-4b7d-b6d9-dc48bb50f1ba,waste game do not play the game,2
cbfd7cc9-d2ea-4bb1-81e7-12806568568d,"I think the game is challenging and fun, all the different ways you can score keeps it exciting. . It is also very relaxing ......",5
7e6aa9a1-a608-4335-bd56-8f5af461865d,Super game 😍 maind relex tha game 🙂long travel time pass😊,4
9d489bc4-3bd9-44e2-95ab-e01c6d9a2402,good game,3
3950f1bc-01b1-44ab-9658-9e9ba79c3c8d,great time pass game,5
a81ff5c8-6e74-4ae2-8be2-30604a48a756,super 👍,5
351b6373-329a-4396-a57b-e127491586dc,The best game,5
4625af8c-d4d9-4d46-878c-13cb77a65145,"The Game is amazing, but I want to say..if there will be at least 1 rupee for 1 level Will make everyone happy. otherwise all the people who installed this Will uninstall it for sure in upcoming days.",3
9feabff6-c491-4026-b534-7daa29472f4d,was good 😇✨,5
1d19fb8f-d823-4777-92f5-d9eb07f1f9c9,nice,5
1e732cab-b9fa-4242-bb74-3f2fffc732c4,ok i have given a 3 Stars because day by day its moves will be very less if I want to clear 110 jelly moves will be given only 15 is their any possibility who can play can u reply me its a very good game but given a less moves its very disappointed 😞,3
af5075fa-21f7-4114-ba7e-a4804016ee4b,Add coins to the winner at the end of the week,3
d5f6b1d9-fcbc-4afe-94eb-7a811a8b46a8,best geme,1
ba2e9df1-bf76-49f0-a909-21573dbce870,ভাল্লাগে না😫🔪,1
9ff91b80-1a19-4187-9511-6aba881ba5a3,Very very super game,5
7cb0b681-526f-4642-8033-01809648601d,"I've been playing since 2018, it's just what you need. but why am i seeing ads of 30 seconds when there's timed candy and sweet...ads take too long...15 seconds at most.. it's becoming annoying",5
d93f74b8-9802-453c-af5b-4eb5547da548,Crush it juice it,5
b0a2032c-de3f-44b6-b58a-9b5f057eaf96,great,5
ecf63f59-ec13-4861-ad4d-3a4469f986ba,amazing game,3
f9416dc8-5338-42b7-a8bc-45489b5eda58,super,5
d674da77-f605-447f-88ec-b7609ff4ea85,I lost all my game and now starting again got to 504 and then gone,4
4ed70e32-326d-4f9b-82fc-bd756ab68f3a,dhoni play candy so I'm playing candy crush,5
61174e1f-c72f-4ba6-a203-945c8fb4f701,Best game,5
ed533edd-2413-4708-b101-997ddb38c5a1,I love the game,4
270923a3-0294-492a-ae8e-f8cbcee9d022,Good,4
e75a2d40-81e6-4eeb-96a9-b140332fc718,The best game ever,5
c83782ab-1f21-40ce-a3cc-82b51ff9f75e,BRING BACK THE SCORE AND THE BLUE STARS PLEASE 😭,5
b6ea050a-6ec0-4331-af12-2b684b1547d7,awesome,5
94467df4-32e0-4c27-866f-c79667de8334,This game really make my brain sharp I'm in love with it,5
a8aa5e98-37d3-43a0-98ae-faa57c3342ea,nice and inspiring,5
35ac70d0-227c-4bce-b904-5000b31667ee,very nice game 🎮🎯👏👏🥳😘,5
dcefd10c-099c-4f75-9953-38d13c770ee1,"I love the game, but what happened to double men for otis and the original game. I love a challenge it helps the brain to think outside of the box. I do 😍 😘 💕 💕 💕 💕 💕 😍 😍 the Candy Crush Saga game, so challenging and so much fun, please, and thank you for sending me free gold bars and more men to play with, please, and thank you in advance 😍😘😍....",5
171f1eea-edb1-42dd-99d2-053f3a5bbb7d,It is a incredible game,5
9ab9f35c-b522-4283-926e-c1a7272f1075,fun,5
e9922299-8bbb-4e4f-8aa3-a3475921ad84,nice,3
18c52b17-822d-45b4-a91b-1cd0292a782f,good,5
8d7d18a6-0a9c-4f22-a096-9d5abf879148,worst game ever,1
43edbe35-a6f1-47f5-a663-03be21fb0ca6,good game for mind bussy . very much helping to release stress.,5
80246683-6f52-4b9b-8e38-67ef3a958f42,extremely funny,4
8fe404f0-8c34-4a9e-93c8-8caf21922436,🔥🥰,5
13eb0537-f015-4dec-8c4e-980601d4d1a4,good,5
9655a9eb-189e-43cd-81ef-2993d1b431e5,I like!,5
d67c31b7-8dec-4a40-bb92-c128869aab3c,very nice game,5
280d7f30-1d60-4058-87ea-624d72cce22e,is fun,5
8feaf398-c044-4180-8a77-7f40c6bd17cb,relex game,5
3da7f3b4-d713-487d-8cea-3e6b8eba6cdb,best game 🔥❤️,5
58985e41-2597-45fd-a05e-df27d1d0774d,"""I LOVE ALL CANDID CRUSH GAME'S!""💯💯",5
447d6455-b6f3-4988-b6fc-6e30aee1a28a,excellent game to help you relax and unwind,5
af44ca1b-4c47-40f2-a383-9abb39212f4a,have fun but refuse to pay for the helpers.,4
43f16b27-f40d-4892-a218-65805e8ef089,best game,5
48d5cae0-39f0-4f69-908c-e5cd2176abcd,fun and challenging,5
08cba879-3ca5-44db-91c3-1f944af1459e,this is good game,5
6a5b8033-89b3-48b9-a71b-6f19986569af,like,5
a3cc3ea1-f010-4b2a-9e2a-cb65d9e7c1dc,nice,5
0645cd9f-b737-4b11-ba8a-30f38c313c93,Very good,4
735c00fb-1043-4b0b-a4cc-8c99f93837cc,fun game,5
aaef2937-195a-4ac2-bfe3-85c6226ac642,nice,5
8d15a12d-62b5-4479-95fe-0632c68747ba,amazing 😍 and peaceful 💓 I love this Game 🥳my favorite game 😸💓❤️,5
5374d256-ffd4-4f07-99c8-b746d16a2cc5,good game,5
7de85d6a-56c7-43e9-a70e-5079d765e8cd,𝓣𝓱𝓲𝓼 𝓰𝓪𝓶𝓮 𝓲𝓼 𝓼𝓸 𝓬𝓸𝓸𝓵 𝓪𝓷𝓭 𝓘 𝓹𝓵𝓪𝔂𝓮𝓭 𝓲𝓽 𝓫𝓮𝓯𝓸𝓻𝓮 𝓣𝓱𝓲𝓼 𝓰𝓪𝓶𝓮 𝓲𝓼 𝓼𝓸 𝓻𝓮𝓵𝓪𝔁𝓲𝓷𝓰 𝓪𝓷𝓭 𝓿𝓮𝓻𝔂 𝓿𝓮𝓻𝔂 𝓼𝔀𝓮𝓮𝓽,5
afd12ce4-bbd0-4175-a244-76f410f97e3b,Love this game edited 2018 i have beem playing for 13 years and now you up the prices why why why,5
cbc1a88d-70bf-42e7-85b4-9fb5edfa3bbe,poor poor poor poor ....,1
4ee2dcfc-5ae5-4e5c-bda0-abe133e5eead,this game sucks!!! it gets too hard and the only way to advance was to spend $$$,1
2da36839-3a56-449f-aa81-f42225f0c142,too much ads are coming 2 to 3 minutes ads are coming,3
29519320-b8aa-485b-9831-3d87a7bf9e08,nice game,3
290ec2ad-09a6-40a6-902b-ecba58b93e4e,good time killer,5
c34b5fc7-0ba5-4836-9e89-0551b99f137f,good,5
68965722-b047-467b-ac7f-d3479bbdd957,"Kings games I have played for years! The most dependable and enjoyable and original online. I hope you come up with a hide and seek adventure, such as hidden objects game. please*",5
744565bd-65fa-488f-9a1c-df787c02b16a,love this game,5
062847cd-2cdd-432e-a5e3-4a2bb8c4bd46,I love all of the challenging levels there are.,5
da8538cb-64c1-453b-955d-c499b6954bf1,very bad,1
9f711af8-ac30-469e-9d42-d79114b4fc26,Love this game...fun for hours!!,5
46d042ff-626b-4ffa-ad1a-2ceff74c6c82,funny relaxing,5
889d470e-fff1-438c-a1f3-bb8f03d8929b,really fun play love it,5
b4cb6b7d-5b22-4cbd-90f9-7a24ffb9282c,👍🌹,5
3a4ee2c6-55a7-4bbb-a384-da9460426192,super,5
151d34c9-b448-4124-9c89-ed33eb8cb05f,super,5
0c6b0f98-aabb-4d70-b1fb-aff30a9e8810,game is great,5
c4e2f000-9baf-442d-b714-37ac37d1b6df,"Some levels are kinda hard, but other than that great",4
603997c3-564d-4a2a-9e46-1fad77647b91,nice game.,5
13e5cd7d-cd3d-4f2d-ac34-2d6d352c80e1,worst game ever,1
b1316792-28fe-4778-9ed8-0cdb2b2ee0fa,Best game,5
3746b153-98f8-4909-aea4-afcaa0d1428f,nice 🙂,1
14b3e53e-8267-46bd-a995-1995d8812589,more rewards,2
03f6c14c-c139-44e1-aef5-8907123b73fa,"It's a good relaxing game for free. But if you play too much and start to take it seriously, it becomes frustrating and designed to get you to pay to win. If you play in moderation and don't take the game too seriously, it's a great free game to relax and play.",5
9554f914-2593-48df-9618-2349e587766a,Great game,5
be5a1ba8-5dd6-4562-bbaf-db89ffef96d5,like new again!,5
afbbfbbb-0bc2-49b7-9b36-9a10c558dd2f,Fun until you have no choice but to buy gold bars not going to spend a nother penny on it I'll uninstall it first well down loaded again watched. commercials for extra turns now it never gives the life it gets stuck on commercial.,2
cdaae4f4-1ce5-4282-81f5-8ab241256e38,it's very relaxing love it.,5
68363249-d7d5-4edc-a764-421cd73ae0c6,always fun. my grandbaby loves it,5
ddd42032-5973-4366-a370-faac864dbd7a,sds time is very bigger change the time for 30 sec next update,1
e7f997dc-a079-4641-a085-323aac4aa1c7,love it,5
69fd2eb5-06a3-4b46-b61d-8a50c2284f68,I really like thise game it usually keep peace of mind,5
de0f795c-16cf-4915-9580-bf9e8d0830a1,what happened to the Daily spin wheel I don't see it anymore,1
8e12d054-3336-465b-96dc-18c69bbe6b07,Fun and relaxing,5
2f4cb30c-32ac-472d-a8ba-28f7af31136b,it makes relax my mind,5
a11cae15-4cc3-4055-925f-02106e1c20be,Love this game! 🥰,4
28ba3274-9663-460a-8bd3-b939c4a3f436,heaps fun 🙂♥️,5
bb458125-3d62-4172-a640-1bb92f88f4ee,Ads have rebooted my entire game twice now making me completely lose the level i was playing twice. You need better ad vetting cuz theyre broken and rebooting the entire app,1
54771ab0-c14f-47e5-851a-d47e922a92a6,Fun,5
1f9caacc-dd2c-411e-9446-29e0dc8ed5fb,very nice,5
847aa738-e65f-435b-bf11-b36c01acc06b,love love love this game. Can't get enough. l play all day if not enterruped,5
2bb02512-6e2c-44ec-9296-cd68c3cd0ba9,great game,5
a8cb5bb3-811e-4b20-b4b3-49f6c17147fd,next level game,5
d2598a12-96dc-45ce-b235-c6085347ce0c,fun,4
771cfc75-5153-46c5-9156-a30037270a78,I tired of always starting afreshhhhhhhhhhhhh..... 😭😭😭😭so l updated again but the game is dark l can't see the levles...😒😒😒☹️☹️☹️,1
10ff63e8-4d53-463b-8148-1d95530874f6,wonderful,5
5ebc08cd-99d2-41c4-9f3c-7f30dd60edb8,رائعه,5
2767c3f9-4eaf-44e6-8904-e1adba91bdc1,fun to play,5
cf44c301-1592-42bf-a636-da5809caedd0,Always fun until I run out of spins. No limit on spins.,5
4618e916-35df-4877-8644-62c0f35c1c16,"the best game ever made,I rate 💯 !",5
bbb3d531-73f1-4bbb-8900-b8e599c71b23,Excellent,5
f6ea6f4a-9199-484d-9cfe-17d2d102fa5f,awesome 😎,5
16f881f1-13d0-44aa-9ea5-ea22edb6aa7b,it's fun game,4
3c854608-d394-42b9-832c-8f6d4b4be905,easygoing,5
1450ea0a-4838-488f-9c8c-72db583bec6d,so amazing and interesting game,4
be056a6c-b5da-4adb-a33a-a714a48d0a83,good,1
235b2047-68e4-4f24-b2c8-691319b6e36c,100 % rigged. exploding candy and color bombs all of sudden don't work the same. always when you are on bonus levels.( even when you use all special moves possible. Rigged and theft,1
9ba2db2c-6aee-471b-93bc-8fabe38685a4,beautiful pass time game,4
125002df-fbdc-4ca1-b2ae-5d0bd0f0dcaf,perfect,5
84744571-26b1-4587-a938-072c5d3147dc,"Cool game, but sometimes it's very hard",3
82d1b0d8-0a7b-459e-8484-bba2e21f5baf,addictive,5
baa99d6c-0aae-45bc-b4f6-a7420dabea91,wounderful game,5
59364ce8-c7b7-405a-bed9-dcee7780e3de,super super amazing,5
cac36aa2-2964-4dc7-ae5b-4d85d14ac8b8,awesome,5
2af1e2e9-2dee-441e-9f52-f7e507213691,superb,5
c732d0a9-6210-4868-95e9-b68484539479,best,5
59d31ec5-ad16-4ccc-b40c-4c6af9c7691a,lovely,5
1adf5436-d75f-4519-a7c9-f6ee8f776101,so stress releasing .... and a really good time pass,5
719d9f38-f729-4e76-8002-e65e6c98b0b6,great puzzle game,4
71de3f60-8af0-482e-9dfe-b0ac825415ef,amazingly wonderful,4
111abd5f-e954-4c9c-bec7-dc97f7aa2c0a,Nice game...🤞🤞,5
c64b381f-0e89-40b9-8952-917e976b0a56,"when you use Perks, it will intentionally sabotage games on occasion, which is the exact opposite of what a ""perk"" is supposed to do.. be better",1
5395e8dc-1833-44e4-9320-7a3fc5b61b21,ads to get boosters is amazing,5
6b372a38-67c4-48a0-a2e6-70caedd05eb2,Best game,4
92299132-af5a-4a06-9e0c-0b104c3ce23e,really fun way to kill time,5
f4b9fcc4-f778-413c-a55c-abee232e8d7a,fun and great 👍,5
782e0aa0-558e-49a3-b606-6a05f9cd0a0c,Bahut lamba ad ate hai ese bondh koro,1
c4a54cbd-5efb-48aa-9b61-6987c0d31d10,nice game,5
b13bc1a2-8139-4991-910d-1407637ebee3,good job,5
5cd3985a-80e2-48e7-a699-1c2552c5f180,🔥🔥🔥,5
085442f2-93a4-4a20-8357-6383b6e5c1d4,I had fun,5
e5513183-265b-4e01-98f9-cd34f55c130f,super game,5
5692b493-39e7-4cd2-b860-0c6ef766c2ce,fun game yay,5
e702f4f6-6bf2-4f97-82c8-2e87c2befeac,excellent ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍❤️😍❤️❤️,5
2a41d76d-9ef1-4027-b057-278d939e67d0,Very good,5
d465d40d-e9ef-4906-8239-efe6f8eab988,"Avoid such games, they will rob indirectly.",1
f3b72386-12d1-44b0-807a-b36d013ca428,love these,4
c62fb394-102d-4b29-a847-f359da80c088,Fun,5
e8f1c098-3676-4615-b0c9-f7d5e568a0b7,Great experience 🥹♥️💐,5
0aa2ee3a-d259-436e-9c3f-9df1d3ec15c7,full entertainment 😌,5
c905e393-1d6c-4bb2-904b-ce061a5c8976,😘,5
4ff7aec1-9c76-4079-b50d-2438e545040c,too repetitive and boring after some time not much uniqueness,2
2874609e-3c0a-4c91-a812-8cdfd281e862,nice,4
51d18c76-d30c-48ff-be8a-6b07d14f11ba,the game is good and fun,1
3b9fcc08-eac7-4185-840a-93c8519412af,So far this is the best candy game I have ever played and it is very addictive but worth it.,5
9539f204-cdc0-4422-bf5e-bef8fbb8b5fa,excellent,5
16d70c0c-6108-47d5-ab28-8a2f3cdd23ab,when I bought a new phone my map switched over but not my rewards. so I lost all my interest now in playing. why would this happen,2
499e0cf4-a772-4f82-b8d8-ff476802a9e8,Good....!!///,4
8428bc39-1910-4bf5-9bfa-8df0e6d74a7b,It's the coolest puzzle mind game ever,5
a5fd6673-9ed5-4795-836f-2d05b85203d9,very nice game,5
56b2cf97-590f-4f16-910a-52cfe645ae1b,nice and I play this game relaxing my mind and body...,5
be560632-a3d5-4e39-81eb-540449540ff5,beautiful game,4
4564fba4-d0b1-4654-8538-93adf05c8f30,"I've been playing Candy Crush Saga for a long time and I've now reached over 13,000 plays -- and I'm still going strong to reach even more.",5
a6fe605f-71e3-4476-bf92-4d5dddc42161,amazing,5
819249dc-214f-4e67-b314-b16c28a61eab,I like this game . Everyday I play this game,5
dfa3ae32-58a0-4fe1-a2cf-3141e0128844,amazing game. I'm also playing this on my pleasure.,2
ae5dabc4-9e35-484d-995d-dc3eb772ffdb,wonderful 😊,5
092e306b-f18d-445d-8749-bfa652d263df,Great game I can't get enough of it,5
6692900f-2555-49e6-984b-8542b5606981,good,5
1d32aa61-4f9a-4781-9271-fd782b3c17c6,Awesome 😎,5
e41f0655-9ad8-4ed5-8379-39f8c3b00b7d,"It starts out fun. lots of ways to win. then when you hit level 250, the only way to win is to spend money buying lives, boosters, or gold. not worth it. I uninstalled after trying the level 15 times.",2
c5943884-cb25-4dff-990c-e1898112650f,great,5
9f54dd0d-59bd-4451-b3a5-647b425a75ca,very fun,5
6571daa5-e083-4a71-859e-19ec6fcbd0e0,not too pay me pay me and not to many detriments if you don't play,4
54c00275-520a-4bcc-9e31-09a1efd1475b,"classic game, played it since i was 5.",5
330bf40e-c0ec-4e6f-a9ce-c4a85f4c6b34,i love this game,4
4dab5916-2da3-4ac1-aadd-7ed238bc1fd4,Best ever game,5
3030f595-2a4a-43cb-a690-2513a9cee0b2,great,5
2b998089-b994-4f23-88d9-59bce0c493f1,enjoyable app,5
b1cb889d-7aa5-41a5-9270-f827e8fe712e,it's really a good game for your mind and it's real good,5
73dac3ae-0e99-4cb7-8165-a2d936c81ca9,good,5
8bdfb384-8b07-477c-bf51-944f771ad2cf,Good game,3
7444f6a5-77c5-445e-97ce-abfbe8acde8c,good,5
b6e5fe1d-0301-41ab-b45f-46ca24e43f59,"IT'S ALWAYS CLASSIC EXPERIENCE WITH DIVINE SWEET CRUSH! ICE CREAM, ICE CREAM🥰🤗",5
5623b837-48d6-4cf4-b685-66cc61e5f4ea,Now this game is so stressed full and finaly i m uninstall this worst game because no ads to help games if you are 1 time any purchase for game than all helps for level passing is not available no helping with ads,1
32953a02-12b6-4140-8fb9-768ddf186ed4,nice game,4
6f481df0-7e0a-426c-8d09-63e748dded1c,Randomly appeared in my apps after the newest phone update!,1
e188277b-24d5-40db-a9d0-48857ca45432,nice game,5
00ebaf12-97d4-4896-9320-8ef95f15d7cf,my favourite game,4
81137bc2-0894-4ea4-bcd1-9e29b6bb402d,ads are too much,1
58062c30-32d5-4166-ae85-a4e10fe788a5,good,4
e4ac311f-7924-494b-a670-1a0b2a687477,"awesome game,",5
d8b02158-18dd-495b-9eff-697bbcb9bda1,i can't earn boosters or live or extra moves by watching ads game is bad,1
0ab78a22-8007-4979-9dd6-27db805b8c87,good,5
d2c8b7af-45f4-4a45-a80e-76059f38b4a4,⭐💫👍,3
01a9e64c-4d0a-4c4a-bd4b-56d14b323102,love this game,5
026e87ac-1ace-4adb-8e35-2d44875744c2,Nice game,4
06b58d74-c52d-4c63-8760-24e38be84716,An Extremely relaxing and very nervvyy wrecking lol I'm enjoying a lot💪👏💯,5
fe75a26a-6558-490f-941f-c7612c98a1db,to good and sweet memorie,5
9943d8cc-4c99-46a3-807a-36386608b26f,nice game 🎮,5
f03f7c50-c857-447a-90f0-2e4ad310d2c0,fun,5
88314fb4-2e53-47eb-aca0-94eccb64515d,amazing time was excellent going,5
faed7415-3b28-49af-a47c-514dce5b4972,Good,4
1940cf61-69d6-4c13-8f44-7bac546e7287,good game,5
3281e88d-c0a0-48fc-8cd5-9b1837612698,nice game,5
3d97d6f5-614f-4ce6-9f06-b8782595a76e,well it's 2025 and the game is still going strong,5
3c73ddfb-a874-4a5b-9de9-14104eeff4f9,ಗೂಡ್,4
95bd966f-aaf5-4d31-a2ce-46ede0470e32,"fun and simple, with a little pazzaz.",5
a0894a99-fc7c-4bda-898c-fcef0ee55481,very nice game 👏,5
eb5d9b0c-3193-4486-99df-c106b0128bfa,awesome game 🎯,5
81a049e9-f8f9-4fa2-8d6f-a93efa34ddfb,this game very enjoy,5
e3f6cecf-981f-4712-a2ea-23f4e389803a,ek no thanks,3
fcc736a6-1142-4d0f-8582-06661d96fee3,"Ok at first, quickly becomes impossible unless you pay",1
ffb9ccc2-b6b2-44e5-ae8e-bc5be2e222c9,Awesome,4
756c6b0a-bd74-498e-b7f5-994fab5100ae,very tough game,5
409df406-054f-4706-baa6-bae8f00dc8e2,good game 🎮🎯,5
2fc83aeb-1448-482e-8d58-011d57fb2ee0,super enjoy,5
099ff2af-baeb-4c80-b315-5f0b00ddf144,good,5
176d5797-1e59-4d53-adc4-0c541abdf878,enjoy playing game,5
c94d37b1-fce3-4efe-a4ac-06cd902a4e63,These days you guys are after money I won the race before I went offline when I reconnected I became 2nd this is unfair and so many errors are happening these days,1
694d7b55-b160-4eee-993f-dc72549a5ebc,nice game 👍,5
fd55e035-998b-4517-9a53-a83317dcb3a2,best game but always one add rummy prime no other add,1
0d75bb10-45a3-4059-ac97-2d798ff8ec45,Good new Game,5
7f8b7aed-f6c3-4a68-954a-b34bb2c9f3c6,fantastic,5
25d53e3e-8c97-448a-baf4-5df31d932fc4,"keeps crashing,I will be deleting immediately",1
6697623a-ef4e-4187-a2dd-bdb0d71378b4,i like this game,5
51fb7cfb-f24c-4539-a9b0-83fa987e50f8,loved it,5
fc140b8b-6c5d-43fa-a352-7851e123445f,Nice game,5
678b9a1d-7105-4514-abcd-7cfc11a75bf0,good,5
ca5f989c-cd68-4c7f-b8a6-4cff8b68fecf,best game,5
e3ab75d0-7f8f-4125-9e27-d4376d734bd8,"Good game. But, at the ""Sweet Cinema,"" do adverts have to be 3 minutes long? And, the adverts duplicate themselves (a 30-second video is repeated 5/6 times). Your updates made the game annoying. Yes, those guys are your sponsors. But do they have to use painfully long, repetitive adverts? And, please, don't tell me to write to you guys on a different platform; you can get the information from the firstcomplaintn and work on it, if you want to. Thank you! Will uninstall soon after years played",1
f26c5a39-8d37-4aac-ab8f-c7bda7a951a9,good,3
1c591f1d-5c4e-4f50-9985-f0e47db46bc7,well done 👏 ✔️,4
cc105d46-d6ef-4bcf-ad5d-dfbca0d751ab,I spend my free time on the game It helps me relax and critically think,4
ef3e59b2-097c-4ee8-8507-595c92692f7e,good,5
78547d77-61ef-45c3-a1f1-36ec23a58485,good 👍,4
bb5be889-8394-4092-9731-0a81393fe960,this is a Sharp mind game 🎯🎮,5
a98a83b5-e0f6-48c3-b66f-ee9f3ee20cb8,Nice 👍 good,5
0a95879e-40e2-42bd-8b1a-23859efcd2cf,nice game,5
913c7449-0520-4eef-ae01-23d9f0a0e510,awesome,5
504482ca-0069-4a42-82ee-8ea3eac2d5b6,best game excellent performance smooth game play,5
6567cd22-ea9a-43b4-8a00-80a1d68c21a9,very good game,5
b5e7697d-cdbd-4d28-b6a0-6e8d384c33a8,good,5
598ac2e0-0ed1-462d-84f4-b63baf584136,This game is very easy and much enjoy more,5
d8a110ee-a031-4274-9282-bec663ffef8b,excellent,5
8e5a49b5-59d7-48e7-8501-177e7f4f147f,"extremely good, but the rewards are few in offline mode",5
1d15b559-7565-4fda-ad98-d24ebbc1f68e,great,5
bb400489-ff04-40a8-bca6-a6c04aa06e6d,Good game relaxing the mind,4
2db11227-6c21-43f0-9099-39f58cf4e033,super se b uper wali game,5
0fad51f8-28af-4239-89b0-6f3713f9b6cd,its fun to.play,5
bf9f46aa-ebba-4e3c-9ecc-8025f33c7c81,bad servers,1
8e187794-d9ba-4f56-aa0f-bb10e52e0438,Good game,5
eaef718c-773d-4325-b37c-27cf2cf04b2e,"it's fun to play, mind you some of the levels are extremely tough",4
a71b1aab-e513-460a-acde-56834949d80a,The game is very interesting,5
e9a8013d-880b-47f0-bb49-905f7198610d,good,5
8a1cb8d8-1fa9-4178-a8a0-5bad830238c0,love it,5
